,ProfileId,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId
2210,S977244,Individual,375000,63000,2008,Corolla Altis,Silver,Petrol,Automatic,Mumbai,2,1
2211,D1470174,Dealer,425000,229000,2006,Innova,Silver,Diesel,Manual,Mumbai,1,6
2212,S997182,Individual,529999,3500,2016,Etios Liva,Symphony Silver,Petrol,Manual,Mumbai,1,3
2213,S988797,Individual,320000,40000,2011,Etios,Symphony Silver,Petrol,Manual,Mumbai,2,1
2214,S972444,Individual,600000,35000,2016,Etios,Silver,Diesel,Manual,Mumbai,1,1
2215,S991176,Individual,900000,43500,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,2,6
2216,S971943,Individual,350000,60000,2011,Etios,Silver,Petrol,Manual,Mumbai,1,1
2218,S985832,Individual,300000,87000,2005,Camry,Silver,Petrol,Manual,Mumbai,2,1
2219,S985722,Individual,400000,100000,2006,Innova,Silver Metallic,Petrol,Manual,Mumbai,3,6
2220,S976633,Individual,700000,96710,2012,Corolla Altis,Silver Mica Metallic,Diesel,Manual,Mumbai,1,1
2221,S986358,Individual,650000,110000,2009,Innova,Silver Metallic,Diesel,Manual,Mumbai,3,6
2222,S984922,Individual,600000,131304,2007,Innova,Silver Metallic,Diesel,Manual,Mumbai,1,6
2223,S989711,Individual,1075000,136000,2009,Fortuner,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6
2224,S962768,Individual,600000,180000,2005,Innova,Silver,Petrol,Manual,Mumbai,1,6
2225,S978616,Individual,450000,200000,2006,Innova,Silver Metallic,Diesel,Manual,Mumbai,1,6
2226,S996521,Individual,600000,225200,2008,Innova,Silver Metallic,Petrol,Manual,Mumbai,2,6
2227,D1455897,Dealer,500000,58000,2011,Etios,White,Diesel,Manual,Mumbai,1,1
2228,D1473736,Dealer,1075000,48552,2014,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2229,D1473728,Dealer,521001,77331,2011,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2232,D1463006,Dealer,425000,65000,2009,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2234,D1469264,Dealer,425000,88000,2010,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2235,D1453905,Dealer,810000,79000,2012,Corolla Altis,White,Diesel,Manual,Mumbai,1,1
2236,D1488070,Dealer,2695000,23353,2015,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2237,D1469165,Dealer,2000000,80000,2007,Prado,White,Petrol,Automatic,Mumbai,1,6
2238,D1469007,Dealer,450000,156000,2010,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2239,D1406523,Dealer,2700000,40000,2008,Ventury,White,Petrol,Automatic,Mumbai,2,4
2240,D1448288,Dealer,8700000,26000,2012,Land Cruiser,White,Diesel,Automatic,Mumbai,2,6
2241,D1476182,Dealer,1225000,15800,2014,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2242,D1485371,Dealer,345000,57000,2010,Corolla Altis,White,CNG,Manual,Mumbai,2,1
2243,D1486831,Dealer,450000,45728,2010,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2244,D1485905,Dealer,280000,63000,2011,Etios,White,Petrol,Manual,Mumbai,2,1
2245,D1485916,Dealer,1575000,24000,2015,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2246,D1462413,Dealer,191000,67000,2006,Corolla,White,Petrol,Manual,Mumbai,1,1
2247,D1472374,Dealer,415000,65900,2009,Corolla Altis,White,CNG,Manual,Mumbai,1,1
2248,D1486583,Dealer,2075000,56000,2014,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2250,D1472211,Dealer,251000,51000,2006,Corolla,White,Petrol,Manual,Mumbai,1,1
2255,D1484852,Dealer,375000,55000,2009,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2256,D1481774,Dealer,425000,51000,2009,Corolla Altis,White,Petrol,Automatic,Mumbai,2,1
2258,D1482074,Dealer,1599999,24000,2016,Corolla Altis,White,Diesel,Manual,Mumbai,1,1
2259,D1486683,Dealer,575000,42500,2012,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2260,D1464233,Dealer,200000,71000,2004,Corolla,White,Petrol,Manual,Mumbai,1,1
2262,D1481300,Dealer,425000,67000,2009,Corolla,White,Petrol,Automatic,Mumbai,1,1
2263,D1480048,Dealer,850000,49000,2012,Innova,White,Diesel,Manual,Mumbai,1,6
2264,D1455090,Dealer,2695000,23148,2015,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2268,D1487489,Dealer,911000,75000,2012,Innova,White,Diesel,Manual,Mumbai,1,6
2272,D1487404,Dealer,2100000,72471,2013,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2273,D1480382,Dealer,1175000,115000,2011,Fortuner,White,Diesel,Manual,Mumbai,2,6
2280,D1471598,Dealer,1365000,118000,2011,Fortuner,White,Diesel,Manual,Mumbai,2,6
2282,D1485134,Dealer,1795000,14848,2016,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2283,D1482163,Dealer,350000,61000,2012,Etios,White,Petrol,Manual,Mumbai,1,1
2284,D1476409,Dealer,1475000,28000,2015,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2285,D1475980,Dealer,1050000,86000,2013,Innova,White,Diesel,Manual,Mumbai,1,6
2288,D1446680,Dealer,350000,30000,2011,Etios,White,Petrol,Manual,Mumbai,1,1
2289,D1481263,Dealer,325000,52000,2011,Etios,White,Petrol,Manual,Mumbai,1,1
2290,D1470167,Dealer,395000,41000,2012,Etios,White,Petrol,Manual,Mumbai,1,1
2291,D1460956,Dealer,499000,63000,2011,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2292,D1486268,Dealer,450000,57249,2013,Etios,White,Diesel,Manual,Mumbai,1,1
2293,D1467666,Dealer,899999,73000,2013,Innova,White,Diesel,Manual,Mumbai,2,6
2294,D1331731,Dealer,369991,75786,2009,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2295,D1472854,Dealer,155000,61000,2004,Corolla,White,Petrol,Automatic,Mumbai,1,1
2298,D1326186,Dealer,850000,104255,2011,Innova,White,Diesel,Manual,Mumbai,1,6
2302,D1469431,Dealer,1195001,47177,2014,Innova,White,Diesel,Manual,Mumbai,1,6
2303,D1474928,Dealer,1195000,21500,2014,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2304,D1457557,Dealer,375000,60384,2013,Etios,White,Petrol,Manual,Mumbai,1,1
2305,D1469634,Dealer,160000,57833,2003,Corolla,White,Petrol,Automatic,Mumbai,1,1
2306,D1458630,Dealer,1550000,15000,2015,Innova,White,Diesel,Manual,Mumbai,2,6
2307,D1485192,Dealer,250000,61930,2011,Etios Liva,White,Petrol,Manual,Mumbai,1,3
2308,D1477402,Dealer,345000,59000,2008,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2309,D1480850,Dealer,690000,67996,2011,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2310,D1378614,Dealer,139999,90400,2003,Corolla,White,Petrol,Manual,Mumbai,3,1
2311,D1467389,Dealer,425000,88000,2010,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2312,D1452059,Dealer,950000,86000,2012,Innova,White,Diesel,Manual,Mumbai,1,6
2313,D1444178,Dealer,1750000,64487,2012,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2314,D1471723,Dealer,1950000,74341,2014,Fortuner,White,Diesel,Manual,Mumbai,1,6
2315,D1403785,Dealer,1880000,90284,2013,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2316,D1485744,Dealer,1085000,112000,2014,Innova,White,Diesel,Manual,Mumbai,1,6
2317,D1480858,Dealer,1275000,49000,2015,Innova,White,Diesel,Manual,Mumbai,2,6
2318,D1485465,Dealer,1220000,71000,2013,Camry,White,Petrol,Automatic,Mumbai,1,1
2319,D1460674,Dealer,2275000,94000,2014,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2320,D1475593,Dealer,2450000,57500,2015,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2327,D1438957,Dealer,1475000,24000,2014,Innova,White,Diesel,Manual,Mumbai,1,6
2328,D1453027,Dealer,445000,69931,2010,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2329,D1481221,Dealer,180500,90000,2006,Corolla,White,Petrol,Manual,Mumbai,2,1
2330,D1476347,Dealer,850000,92000,2012,Innova,White,Diesel,Manual,Mumbai,1,6
2331,D1481963,Dealer,960000,122000,2013,Innova,White,Diesel,Manual,Mumbai,1,6
2332,D1455240,Dealer,540000,30000,2010,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2333,D1426782,Dealer,140000,62000,2005,Corolla,White,Petrol,Automatic,Mumbai,2,1
2334,D1478059,Dealer,1850000,14000,2016,Corolla Altis,White,Petrol,Automatic,Mumbai,1,1
2335,D1373543,Dealer,1300000,43000,2015,Innova,White,Diesel,Manual,Mumbai,1,6
2337,D1476258,Dealer,380000,78000,2011,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2338,D1464611,Dealer,1275000,79378,2014,Innova,White,Diesel,Manual,Mumbai,1,6
2339,D1182379,Dealer,370000,145000,2006,Innova,White,Petrol,Manual,Mumbai,2,6
2340,D1257827,Dealer,340000,166000,2006,Innova,White,Petrol,Manual,Mumbai,2,6
2341,D1479590,Dealer,3700001,500,2008,Ventury,White,Petrol,Automatic,Mumbai,1,4
2342,D1477870,Dealer,1250000,121000,2010,Fortuner,White,Diesel,Manual,Mumbai,1,6
2343,D1484017,Dealer,1265000,91809,2011,Fortuner,White,Diesel,Manual,Mumbai,2,6
2344,D1468823,Dealer,1250000,1120000,2011,Fortuner,White,Diesel,Manual,Mumbai,1,6
2345,D1488101,Dealer,250000,94000,2004,Corolla,White,Petrol,Automatic,Mumbai,1,1
2346,S982559,Individual,310000,73500,2011,Etios,White,Petrol,Manual,Mumbai,1,1
2349,S973544,Individual,150000,117000,2003,Corolla,White,Petrol,Automatic,Mumbai,2,2
2350,S970641,Individual,2700000,13500,2014,Camry,Pearl White,Petrol,Automatic,Mumbai,1,1
2351,S973506,Individual,150000,85000,2003,Corolla,Pearl White,Petrol,Automatic,Mumbai,2,2
2352,S961976,Individual,365000,86000,2010,Corolla Altis,White,Petrol,Manual,Mumbai,1,1
2353,S964891,Individual,2050000,35000,2012,Fortuner,White,Diesel,Manual,Mumbai,1,6
2354,S976637,Individual,2300000,32500,2015,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2355,S979913,Individual,1850000,60000,2014,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2356,S975814,Individual,4500000,74000,2012,Prado,Pearl White,Diesel,Automatic,Mumbai,3,6
2360,D1434496,Dealer,150000,85000,2003,Corolla,White,Petrol,Manual,Mumbai,1,1
2361,D1487170,Dealer,1265000,115000,2010,Fortuner,White,Diesel,Manual,Mumbai,1,6
2362,S974299,Individual,385000,52000,2008,Corolla Altis,Pearl White,Petrol,Automatic,Mumbai,1,1
2363,S990671,Individual,1675000,20500,2016,Innova,White Pearl Crystal Shine,Diesel,Manual,Mumbai,1,6
2364,S991224,Individual,399000,69000,2011,Corolla Altis,White Pearl Mica,Petrol,Manual,Mumbai,1,1
2365,S974463,Individual,1750000,55000,2012,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2366,S994772,Individual,300000,127000,2008,Corolla Altis,White Pearl Mica,Petrol,Manual,Mumbai,2,1
2367,S978402,Individual,1000000,128000,2009,Fortuner,White,Diesel,Manual,Mumbai,1,6
2377,D1488667,Dealer,795000,54000,2011,Innova,Blue,Diesel,Manual,Mumbai,1,6
2378,D1488607,Dealer,315000,69000,2011,Corolla Altis,Gold,Petrol,Manual,Mumbai,1,1
2379,D1486442,Dealer,270000,79000,2008,Corolla Altis,Blue,Petrol,Manual,Mumbai,1,1
2380,D1489053,Dealer,1350000,49500,2015,Innova,Grey,Diesel,Manual,Mumbai,1,6
2381,D1488722,Dealer,700000,72000,2012,Corolla Altis,Silver,Diesel,Manual,Mumbai,1,1
2382,D1488746,Dealer,499000,79000,2011,Corolla Altis,Silver,Petrol,Manual,Mumbai,1,1
2383,D1489011,Dealer,325000,87677,2008,Corolla Altis,Beige,Petrol,Manual,Mumbai,2,1
2386,D1488812,Dealer,925000,99000,2011,Innova,Grey,Diesel,Manual,Mumbai,1,6
2387,D1488804,Dealer,2150000,69000,2014,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2388,D1489016,Dealer,375000,80680,2009,Corolla Altis,Beige,Petrol,Manual,Mumbai,1,1
2390,D1488911,Dealer,1250000,68000,2014,Innova,Beige,Diesel,Manual,Mumbai,1,6
2392,D1487856,Dealer,910000,140000,2012,Innova,Grey,Diesel,Manual,Mumbai,1,6
2393,D1489026,Dealer,20250000,88000,2014,Fortuner,White,Diesel,Automatic,Mumbai,1,6
2394,D1346440,Dealer,400000,47603,2008,Corolla Altis,Red,Petrol,Automatic,Mumbai,1,1
2395,D1488733,Dealer,925000,36000,2013,Corolla Altis,Blue,Petrol,Automatic,Mumbai,1,1
2401,D1488864,Dealer,960000,85000,2013,Innova,Silver,Diesel,Manual,Mumbai,1,6
2404,D1488210,Dealer,750000,170000,2012,Innova,Grey,Diesel,Manual,Mumbai,1,6
2405,D1488520,Dealer,235000,80000,2004,Qualis,Red,Diesel,Manual,Mumbai,2,6
2406,S966742,Individual,1750000,5500,2016,Corolla Altis,,Petrol,Manual,Mumbai,2,1
2408,S991449,Individual,1450000,19500,2015,Corolla Altis,Silver Mica Metallic,Petrol,Automatic,Mumbai,1,1
2410,S986190,Individual,550000,57000,2011,Corolla Altis,Silver Mica Metallic,Diesel,Manual,Mumbai,2,1
2411,S967906,Individual,300000,86000,2005,Camry,Silver,Petrol,Manual,Mumbai,2,1
2412,S971231,Individual,929999,75000,2012,Innova,Silver,Diesel,Manual,Mumbai,1,6
2413,S963415,Individual,850000,4200,2016,Etios,,Petrol,Manual,Mumbai,1,1
2414,S965332,Individual,280000,25500,2011,Etios Liva,,Petrol,Manual,Mumbai,1,3
2416,S960019,Individual,390000,70000,2011,Corolla Altis,,Petrol,Manual,Mumbai,2,1
2417,S987807,Individual,550000,57000,2010,Corolla Altis,White Pearl Mica,Petrol,Automatic,Mumbai,2,1
2418,S986745,Individual,730000,140000,2012,Innova,Gold,Petrol,Manual,Mumbai,1,6
2419,S985210,Individual,1400000,86000,2014,Innova,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6
2420,S987853,Individual,450000,130000,2005,Innova,Champagne Mica Metallic,Petrol,Manual,Mumbai,1,6
2421,S969699,Individual,1900000,94000,2013,Fortuner,,Diesel,Automatic,Mumbai,1,6
2422,S986750,Individual,779000,140000,2012,Innova,Silky Gold Mica Metallic,Diesel,Manual,Mumbai,1,6
2427,S967661,Individual,750000,150000,2011,Innova,,Diesel,Manual,Mumbai,1,6
2429,D1489012,Dealer,1590000,19000,2015,Corolla Altis,Silver,Petrol,Automatic,Mumbai,1,1
2430,D1488978,Dealer,699999,27000,2011,Corolla Altis,Silver,Petrol,Automatic,Mumbai,1,1
2431,S966756,Individual,1900000,1170000,2012,Fortuner,,Diesel,Automatic,Mumbai,1,6
2432,S987112,Individual,5675676,567567,2011,Corolla,Red,Petrol,Automatic,Mumbai,1,2
2433,S987962,Individual,400000,12000,2011,Etios,Serene Bluish Silver,Petrol,Manual,Mumbai,1,1
2434,S987954,Individual,400000,12000,2011,Etios,Serene Bluish Silver,Petrol,Manual,Mumbai,1,1
2435,S998401,Individual,389000,7500,2012,Etios Liva,Symphony Silver,Petrol,Manual,Mumbai,1,3
2436,S981725,Individual,385000,7500,2011,Etios,Metallic Silver,Petrol,Manual,Mumbai,1,1
2437,S994050,Individual,350000,15500,2017,Etios,Classic Grey,Diesel,Manual,Mumbai,1,3
2438,S988153,Individual,750000,15000,2016,Etios,Classic Grey,Petrol,Manual,Mumbai,1,1
2439,S987919,Individual,350000,30000,2011,Etios,Celestial Black,Petrol,Manual,Mumbai,1,1
2440,S983455,Individual,310000,29000,2011,Etios,White,Petrol,Manual,Mumbai,1,1
2441,S983448,Individual,310000,29000,2011,Etios,White,Petrol,Manual,Mumbai,1,1
2442,S987738,Individual,300000,32000,2016,Etios,Symphony Silver,Diesel,Manual,Mumbai,1,1
2443,S997977,Individual,247000,45000,2011,Etios Liva,Symphony Silver,Petrol,Manual,Mumbai,1,3
2444,S993924,Individual,500000,29936,2011,Etios Liva,Symphony Silver,Petrol,Manual,Mumbai,1,3
2445,S993339,Individual,120000,44500,2005,Corolla,White,Petrol,Automatic,Mumbai,3,2
2451,S993921,Individual,1000000,21500,2014,Corolla Altis,Super White Ii,Petrol,Manual,Mumbai,1,1
2452,S987557,Individual,500000,44000,2008,Corolla Altis,Light Blue Metallic,Petrol,Manual,Mumbai,1,1
2453,S967763,Individual,515000,35000,2013,Etios,,Diesel,Manual,Mumbai,1,1
2454,S995395,Individual,975000,27000,2013,Corolla Altis,Silver Mica Metallic,Petrol,Automatic,Mumbai,1,1
2455,S987850,Individual,530000,35000,2013,Etios,White,Diesel,Manual,Mumbai,1,1
2456,S970669,Individual,210000,56000,2007,Corolla,,Petrol,Automatic,Mumbai,3,2
2457,S985398,Individual,99000,62807,2003,Corolla,White,Petrol,Automatic,Mumbai,3,2
2458,S987778,Individual,1300000,22000,2015,Innova,Super White,Diesel,Manual,Mumbai,1,6
2459,S989992,Individual,600000,49963,2009,Corolla Altis,Silver Mica Metallic,Petrol,Manual,Mumbai,1,1
2460,S989423,Individual,500000,57000,2010,Corolla Altis,White Pearl Mica,Petrol,Automatic,Mumbai,2,1
2461,S992029,Individual,850000,38500,2012,Innova,White,Diesel,Manual,Mumbai,1,6
2463,S986624,Individual,130000,60000,2005,Corolla,Silver,Petrol,Automatic,Mumbai,2,2
2464,S994844,Individual,545000,58500,2010,Corolla Altis,Blue Metallic,Diesel,Manual,Mumbai,2,1
2465,S997659,Individual,150000,70000,2003,Corolla,White,Petrol,Automatic,Mumbai,2,2
2466,S998416,Individual,475000,60000,2009,Corolla Altis,Champagne Mica Metallic,Petrol,Manual,Mumbai,1,1
2467,S990959,Individual,411000,69000,2011,Corolla Altis,Silver Mica Metallic,Petrol,Manual,Mumbai,1,1
2468,S989234,Individual,950000,53000,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6
2469,S991145,Individual,300000,70000,2003,Camry,Black,Petrol,Automatic,Mumbai,1,1
2470,S997523,Individual,1000000,55000,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6
2475,S992143,Individual,545000,63000,2012,Corolla Altis,Super White Ll,Petrol,Manual,Mumbai,1,1
2477,S965336,Individual,700000,70500,2013,Corolla Altis,,Petrol,Manual,Mumbai,1,1
2478,S997363,Individual,975000,65000,2011,Innova,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6
2479,S992256,Individual,400000,82000,2008,Innova,White,Petrol,Manual,Mumbai,1,6
2480,S986045,Individual,300000,85000,2011,Etios,Celestial Black,Petrol,Manual,Mumbai,1,1
2481,S994115,Individual,200000,80000,2007,Innova,White,Petrol,Manual,Mumbai,1,6
2482,S987887,Individual,550000,77000,2010,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Mumbai,2,1
2484,S957668,Individual,130000,96487,2003,Corolla,,Petrol,Automatic,Mumbai,3,2
2485,S984898,Individual,875000,70000,2010,Innova,Brown,Diesel,Manual,Mumbai,2,6
2486,S986277,Individual,1075000,72000,2013,Innova,Silky Gold Mica Metallic,Diesel,Manual,Mumbai,1,6
2487,S982009,Individual,395000,95000,2006,Camry,Light Blue,Petrol,Manual,Mumbai,2,1
2488,S982824,Individual,400000,90000,2009,Corolla Altis,Light Blue Metallic,Petrol,Manual,Mumbai,2,1
2489,S949795,Individual,548000,100000,2009,Corolla Altis,Skyblue,Petrol,Manual,Mumbai,1,1
2490,S975206,Individual,200000,103200,2005,Corolla,Metallic Bluish Green,Petrol,Automatic,Mumbai,2,2
2491,S995125,Individual,800000,85000,2011,Innova,Grey Mica Metallic,Petrol,Manual,Mumbai,1,6
2492,S989962,Individual,1500000,75000,2015,Innova,Silverish Type,Diesel,Manual,Mumbai,1,6
2493,S990037,Individual,3700000,500,2008,Land Cruiser,White,Petrol,Automatic,Mumbai,1,6
2494,S989968,Individual,3700000,500,2008,Land Cruiser,White,Petrol,Automatic,Mumbai,1,6
2499,S986963,Individual,380000,115000,2005,Corolla,Silver,Petrol,Automatic,Mumbai,1,2
2501,S958283,Individual,300000,115000,2008,Corolla Altis,,Petrol,Manual,Mumbai,2,1
2502,S959353,Individual,525000,110000,2006,Innova,,Diesel,Manual,Mumbai,1,6
2503,S975120,Individual,275000,121000,2007,Corolla,White,Petrol,Automatic,Mumbai,3,2
2505,S970042,Individual,1000000,100000,2011,Innova,,Diesel,Manual,Mumbai,2,6
2506,S993653,Individual,1500000,85000,2010,Fortuner,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6
2507,S988329,Individual,1900000,68000,2013,Fortuner,Super White,Diesel,Automatic,Mumbai,1,6
2508,S959029,Individual,875000,104000,2012,Innova,Grey,Petrol,Manual,Mumbai,1,6
2509,S989983,Individual,2400000,58000,2015,Fortuner,Super White,Diesel,Automatic,Mumbai,1,6
2510,S986175,Individual,350000,120000,2005,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6
2511,S991803,Individual,430000,119000,2010,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Mumbai,1,1
2512,S992327,Individual,910000,112000,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6
2513,S961536,Individual,1095000,98750,2012,Innova,,Diesel,Manual,Mumbai,1,6
2514,S987504,Individual,1050000,99513,2012,Innova,Silky Gold Mica Metallic,Diesel,Manual,Mumbai,1,6
2515,S994136,Individual,1300000,95000,2010,Fortuner,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6
2516,S994440,Individual,250000,127112,2004,Qualis,Maroon,Diesel,Manual,Mumbai,2,6
2517,S975735,Individual,350000,135000,2010,Corolla Altis,Silver,Petrol,Manual,Mumbai,2,1
2518,S970648,Individual,825000,121000,2010,Innova,,Diesel,Manual,Mumbai,1,6
2523,S992218,Individual,1500000,100000,2012,Fortuner,Super White,Diesel,Manual,Mumbai,1,6
2524,S995631,Individual,650000,118000,2009,Innova,Champagne Mica Metallic,Diesel,Manual,Mumbai,1,6
2525,S959050,Individual,1250000,111000,2009,Fortuner,White,Diesel,Manual,Mumbai,2,6
2526,S985803,Individual,1200000,112000,2010,Fortuner,Super White,Diesel,Manual,Mumbai,1,6
2527,S994748,Individual,800000,124000,2010,Innova,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6
2528,S968495,Individual,1225000,110000,2014,Innova,,Diesel,Manual,Mumbai,1,6
2529,S968148,Individual,1750000,100000,2014,Fortuner,,Diesel,Manual,Mumbai,1,6
2530,S963188,Individual,1050000,124000,2012,Innova,,Diesel,Manual,Mumbai,1,6
2531,S975203,Individual,1150000,113000,2010,Fortuner,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6
2532,S972024,Individual,510000,138000,2007,Innova,,Diesel,Manual,Mumbai,1,6
2533,S963595,Individual,935000,131000,2012,Innova,,Diesel,Manual,Mumbai,1,6
2534,S999361,Individual,840000,140000,2012,Innova,Gray,Petrol,Manual,Mumbai,1,6
2535,S966761,Individual,1900000,117000,2012,Fortuner,,Diesel,Automatic,Mumbai,1,6
2537,S993226,Individual,950000,147000,2012,Innova,Silver Mica Metalic,Diesel,Manual,Mumbai,1,6
2538,S997895,Individual,750000,154000,2010,Innova,Silver Mica Metallic,Petrol,Manual,Mumbai,1,6
2539,S971164,Individual,1050000,151000,2012,Innova,,Diesel,Manual,Mumbai,1,6
2541,S998093,Individual,800000,172000,2010,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6
2542,S999338,Individual,675000,190000,2010,Innova,Light Blue Metallic,Diesel,Manual,Mumbai,1,6
2547,S985300,Individual,657000,210000,2010,Innova,Light Blue Metallic,Diesel,Manual,Mumbai,1,6
2548,S986017,Individual,435000,217000,2006,Innova,Light Green Mica Metallic,Diesel,Manual,Mumbai,2,6
2549,S985861,Individual,1400000,215100,2010,Fortuner,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6
2550,S991009,Individual,170000,260000,2002,Qualis,Golden,Diesel,Manual,Mumbai,8,6
2552,S988290,Individual,180000,280000,2000,Qualis,Maroon,Diesel,Manual,Mumbai,3,6
2554,D1445378,Dealer,1350000,52036,2014,Innova,Beige,Diesel,Manual,New Delhi,1,6
2560,D1465029,Dealer,970000,61221,2012,Innova,Beize,Diesel,Manual,New Delhi,1,6
2561,D1480806,Dealer,1330000,60185,2014,Innova,Beize,Diesel,Manual,New Delhi,1,6
2562,D1484692,Dealer,280000,28630,2011,Etios,Beize,Petrol,Manual,New Delhi,1,1
2563,D1484696,Dealer,550000,47141,2011,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1
2564,D1487215,Dealer,825000,68466,2012,Innova,Beize,Diesel,Manual,New Delhi,1,6
2565,D1465118,Dealer,1350000,61055,2014,Innova,Beize,Diesel,Manual,New Delhi,1,6
2566,D1484705,Dealer,2000000,41000,2013,Fortuner,Beize,Diesel,Automatic,New Delhi,2,6
2572,D1451657,Dealer,290001,72000,2011,Etios,Beige,Petrol,Manual,New Delhi,1,1
2573,D1477340,Dealer,365000,69309,2011,Etios,Black,Petrol,Manual,New Delhi,1,1
2576,D1484782,Dealer,1250000,72000,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2578,D1473608,Dealer,1750000,56382,2012,Fortuner,Black,Diesel,Automatic,New Delhi,2,6
2579,D1482173,Dealer,1240000,56000,2011,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2582,D1477248,Dealer,980000,77206,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2583,D1468406,Dealer,1025000,75000,2009,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2584,D1486103,Dealer,1550000,116931,2012,Fortuner,Black,Diesel,Automatic,New Delhi,1,6
2585,D1419167,Dealer,345000,78200,2012,Etios,Black,Diesel,Manual,New Delhi,1,1
2586,D1476205,Dealer,1010000,104000,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2588,D1469173,Dealer,1225000,55000,2010,Fortuner,Black,Diesel,Manual,New Delhi,2,6
2589,D1459763,Dealer,3950000,90000,2010,Prado,Black,Diesel,Automatic,New Delhi,2,6
2590,D1432531,Dealer,3950000,100000,2010,Prado,Black,Diesel,Automatic,New Delhi,1,6
2591,D1221638,Dealer,725000,34000,2011,Corolla Altis,Black,Petrol,Manual,New Delhi,1,1
2592,D1485456,Dealer,390000,90000,2008,Camry,Black,Petrol,Automatic,New Delhi,1,1
2593,D1480941,Dealer,999000,73000,2009,Fortuner,Black,Diesel,Manual,New Delhi,2,6
2594,D1479356,Dealer,1595000,90000,2008,Prado,Black,Petrol,Automatic,New Delhi,1,6
2595,D1445717,Dealer,925000,80000,2011,Innova,Black,Petrol,Manual,New Delhi,1,6
2596,D1433954,Dealer,950000,70000,2009,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2600,D1314081,Dealer,900000,105000,2009,Fortuner,Black,Diesel,Manual,New Delhi,1,6
2601,D1446536,Dealer,495000,59674,2010,Corolla Altis,Black,Petrol,Automatic,New Delhi,1,1
2602,D1476783,Dealer,1550000,62000,2012,Fortuner,Black,Diesel,Automatic,New Delhi,2,6
2603,D1484943,Dealer,7850000,42000,2013,Land Cruiser,Black,Petrol,Automatic,New Delhi,1,6
2605,S976466,Individual,1550000,55235,2012,Fortuner,Attitude Black,Diesel,Manual,New Delhi,2,6
2607,D1486023,Dealer,900000,78000,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6
